"Address","Occurrences","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Indexability","Indexability Status"
"https://www.bvsas.sk/novinky/bvs-zorganizovala-stretnutie-odbornikov-k-teme-vyskytu-noveho-koronavirusu-odpadovych-vodach.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/linky-paticke/legislativa/povinne-zverejnovanie-objednavky/","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/bvs-preventivne-obmedzuje-fungovanie-kontaktnych-centier-sluzby-bude-poskytovat-elektronicky.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/v-odpadovej-vode-regione-bvs-pritomnost-sars-cov-2-nepreukazala.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/rezervacia-cov/chemicke-vody/","1","","0","0","Indexable",""
"https://www.bvsas.sk/firmy/sluzby/prenajom-hydrantoveho-nadstavca/","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/bratislavska-vodarenska-spolocnost-meni-cenu-vodneho.html","1","V regióne pôsobnosti Bratislavskej vodárenskej spoločnosti sa od 1. apríla 2022 zmení cena vodného. Úrad pre reguláciu sieťových odvetví schválil nové ceny vodného pre bežných odberateľov na úrovni 1,0387 €/m3 bez DPH, respektíve 1,2464 €/m3 s DPH. Táto zmena pre priemernú trojčlennú rodinu znamená mesačné navýšenie platby približne o 0,26 eur. Cena za stočné sa nemení.","372","2405","Indexable",""
"https://www.bvsas.sk/firmy/sluzby/nastavenia-fakturacii/prechod-fakturu.html","1","","0","0","Indexable",""
"https://www.bvsas.sk/kvalita-vody/ukazovatele-kvality-vody.html","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/bvs-obnovila-technicke-cinnosti.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/linky-paticke/legislativa/povinne-zverejnovanie-archiv/","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/zmena-zakaznickych-hodin-kc-malacky-skalica.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/bvs-rozsiruje-moznosti-platby-za-svoje-sluzby.html","1","Bratislavská vodárenská spoločnosť nadviazala spoluprácu s najväčšou bankou na Slovensku a jej zákazníci už môžu platiť poplatky za vodné a stočné či ďalšie služby BVS aj na účet v tejto banke. Aj týmto krkom chce BVS zlepšiť svoje služby pre svojich zákazníkov.","262","1645","Indexable",""
"https://www.bvsas.sk/novinky/bratislavska-vodarenska-spolocnost-udeluje-generalny-pardon.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/ukoncenie-obmedzenia-uzivania-pitnej-vody.html","1","Vzhľadom k zlepšeniu podmienok a bilancie vody vo vodovodnom systéme v dotknutých mestách a obciach oznamujeme, že pominul dôvod na ďalšie trvanie opatrení na základe § 36, ods. 7, písm. b) zákona 442/2002 Z.z., ktorými sa malo zakázať používanie pitnej vody z verejného vodovodu na polievanie záhrad a trávnikov, napúšťanie bazénov, umývanie áut a ostatných činností neslúžiacich k pitným a hygienickým účelom. Opatrenie je možné ukončiť vo všetkých dotknutých oblastiach hneď.","478","3070","Indexable",""
"https://www.bvsas.sk/novinky/vysledky-bezplatnej-analyzy-vzoriek-vody.html","1","Vážení zákazníci, ďakujeme vám za prejavený záujem o naše tradičné jarné podujatie - bezplatný rozbor vzoriek vody na prítomnosť dusičnanov a celkovú tvrdosť.","158","1001","Indexable",""
"https://www.bvsas.sk/novinky/sutazte-bvs-hodnotne-ceny.html","1","V súvislosti s projektom Voda ako nápoj pre Vás Bratislavská vodárenská spoločnosť pripravila súťaž o zaujímavé ceny.","117","743","Indexable",""
"https://www.bvsas.sk/novinky/bvs-otvara-nove-kontaktne-centra-malackach-senici.html","1","Bratislavská vodárenská spoločnosť v pondelok otvorí v Malackách a Senici nové kontaktné centrá pre svojich zákazníkov. V nových priestoroch budú môcť zákazníci BVS vybaviť v čase zákazníckych hodín, okrem bežných požiadaviek aj technické konzultácie v oblasti vodovodných alebo kanalizačných prípojok. Okrem nových a atraktívnejších priestorov sú kontaktné centrá pre BVS aj finančne výhodnejšie. Cena za prenájom metra štvorcového v Malackách aj Senici je v porovnaní s predchádzajúcou zmluvou nižšia o viac ako štvornásobok. Namiesto 37 eur za meter štvorcový bude BVS platiť iba o niečo viac ako 8 eur za meter štvorcový prenajatej plochy.","643","4107","Indexable",""
"https://www.bvsas.sk/novinky/montaz-vodomerov.html","1","Vážení zákazníci, dovoľujeme si Vás upozorniť, že vzhľadom na technické možnosti a klimatické podmienky prijímame objednávky na montáž vodomerov a prípojok do 15. 11. 2011","171","1105","Indexable",""
"https://www.bvsas.sk/novinky/novy-cennik-vykonov-sluzieb-bvs.html","1","Vážení zákazníci, dovoľujeme si vás upozorniť, že od 01. 10. 2014 vstúpil do platnosti nový Cenník výkonov a služieb BVS, a. s.","127","791","Indexable",""
"https://www.bvsas.sk/novinky/voda-ako-napoj.html","1","Bratislavská vodárenská spoločnosť, a. s. (BVS) predstavuje zákazníkom svoj hlavný produkt - pitnú vodu prostredníctvom projektu s názvom Voda ako nápoj. Chce sa zaradiť medzi úspešných a konkurencieschopných dodávateľov nápojov na trhu.","237","1530","Indexable",""
"https://www.bvsas.sk/novinky/finale-sutaze-festival-vody-2016.html","1","Finále Festivalu vody 2016 sa uskutočnilo v utorok 6. decembra 2016 v priestoroch Vodárenského múzea BVS v Bratislave. Z 27 projektov odborná porota ocenila tie najlepšie.","171","1091","Indexable",""
"https://www.bvsas.sk/modra-skola/","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/nechajte-si-otestovat-vodu-bvs.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/vsetci-testovani-zamestnanci-bvs-su-negativni-covid-19.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/pomoc-podpora/faq/","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/obmedzenie-poskytovania-sluzieb-kontaktnych-centier-bvs-a-s.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/stanovisko-bvs-k-uhynu-ryb-malom-dunaji.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/nove-vseobecne-obchodne-podmienky-dodavky-pitnej-vody-odvadzania-odpadovych-vod.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/obmedzenie-poskytovania-konzultacii-zakresov-kc-senec.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/kontakt/napiste-nam-ine.html","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/nove-pitne-fontanky-od-bvs-osviezia-bratislavcanov.html","1","Bratislavská vodárenská spoločnosť (BVS), pri príležitosti 130. výročia spustenia prvého verejného zásobovania Bratislavy vodou, osadila na troch mimoriadne frekventovaných miestach hlavného mesta nové exteriérové pitné fontánky.","229","1461","Indexable",""
"https://www.bvsas.sk/novinky/vysoke-hodnoty-fluorantenu-obci-cerova.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/nova-web-stranka.html","1","Dnes sa začalo s prácami na výstavbe vodovodu v Radošovciach. Cez túto obec na Záhorí síce prechádza veľké transportné vodovodné potrubie, ale nikdy v nej neboli vybudované lokálne rozvody vody. BVS dnes odštartovala projekt za 4,32 milióna eur, pomocou ktorého sa vybudujú rozvody vody pre viac ako 440 odberných miest. Obyvatelia obce tak budú mať 24 hodín denne prístup ku kvalitnej pitnej vode z verejného vodovodu a nebudú sa musieť spoliehať iba na vodu zo svojich studní alebo balenú vodu.","496","3181","Indexable",""
"https://www.bvsas.sk/novinky/zmena-cien-za-vodne-stocne.html","1","Vážený zákazník, dovoľujeme si Vám oznámiť, že od 1. 1. 2013 vstupujú do platnosti nové ceny za výrobu, distribúciu a dodávku pitnej vody verejným vodovodom a za odvedenie a čistenie odpadovej vody verejnou kanalizáciou, ktoré pre Bratislavskú vodárenskú spoločnosť, a. s., schválil Úrad pre reguláciu sieťových odvetví rozhodnutím č. 0099/2013/V.","347","2197","Indexable",""
"https://www.bvsas.sk/novinky/bezplatna-analyza-vzoriek-vody-z-domacich-studni.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/konferencia-mesta-voda.html","1","V utorok 25. októbra 2016 sa v Zrkadlovej sieni Primaciálneho paláca v Bratislave uskutoční konferencia „Mestá a voda“.","119","752","Indexable",""
"https://www.bvsas.sk/novinky/mimosudne-vymahanie-pohladavok-2.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/domacnosti/zrazky-zrazkove-vody/kanalizacia/","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/dnes-konci-zakaznicka-sutaz.html","1","Vážení zákazníci, dnes máte poslednú šancu zapojiť sa do súťaže o atraktívne ceny, ktorá prebiehala od augusta v rámci projektu Voda ako nápoj.","143","904","Indexable",""
"https://www.bvsas.sk/novinky/bvs-riesi-nedostatok-vody-obci-bukova-2.html","1","Bratislavská vodárenská spoločnosť eviduje nedostatok vody v obci Buková. Táto obec nie je napojená na žiadny skupinový vodovod a je plne závislá na lokálnych prameňoch, ktoré pravidelne v letných mesiacoch strácajú na výdatnosti. V tomto roku sa kvôli extrémnemu suchu počas leta a slabým zrážkam počas jesene po prvý krát vyskytol problém s nedostatočnou výdatnosťou prameňov aj v zime. Situáciu komplikuje aj nepriaznivé počasie, ktoré kvôli nezjazdnému terénu neumožňuje navážať cisternami vodu do vodojemu. BVS preto aktuálne zásobuje obec vodou pomocou cisterien a zároveň aj tlačením vody z cisterny do vodovodného potrubia. Napriek tomu problémy s dodávkou vody v obci pretrvávajú. BVS prosí obyvateľov tejto lokality, aby v maximálne možnej miere šetrili vodou, kým sa situácia nestabilizuje.","801","5100","Indexable",""
"https://www.bvsas.sk/linky-paticke/legislativa/","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/elektronicka-faktura-bvs.html","1","Bratislavská vodárenská spoločnosť, a. s., v spolupráci so spoločnosťou Zelená pošta s. r. o. poskytuje možnosť zriadiť si elektronickú faktúru. Registračné kódy UID a PIN nájdete na prvej strane vašej faktúry. Pomocou týchto kódov sa môžete zaregistrovať na portáli Zelenej pošty www.zelenaposta.sk.","300","1880","Indexable",""
"https://www.bvsas.sk/novinky/zhodnotenie-generalneho-pardonu-za-odvadzanie-vod-z-povrchoveho-odtoku.html","1","Odvádzanie vôd z povrchového odtoku do verejnej kanalizácie je odvádzanie zrážkových vôd. Zrážkové vody, ktoré z povrchových plôch odtekajú do verejnej kanalizácie a vstupujú do čistiaceho procesu v BVS, majú vplyv na náklady spoločnosti a jej cenotvorbu. V objemovom vyjadrení ide ročne o milióny metrov kubických vody a státisíce eur potrebných na jej spracovanie.","366","2319","Indexable",""
"https://www.bvsas.sk/novinky/bvs-pozyva-veltrh-coneco-stanku-osviezi-navstevnikov.html","1","Tradičného veľtrhu CONECO v bratislavskej Inchebe sa tento rok zúčastní aj Bratislavská vodárenská spoločnosť (BVS). V poradí 37. ročník podujatia sa uskutoční od stredy 6. do soboty 9. apríla. Súčasťou veľtrhu je aj špecializovaná sekcia s názvom „VODA pre zmenu“. Predstavuje riešenia zamerané na udržateľný rozvoj, protipovodňové opatrenia či podporu v oblasti vodného hospodárstva.","385","2447","Indexable",""
"https://www.bvsas.sk/novinky/vysledky-analyzy-vzoriek-vody-2015.html","1","Vážení zákazníci, ďakujeme vám za prejavený záujem o naše tradičné jarné podujatie - bezplatný rozbor vzoriek vody na prítomnosť dusičnanov a celkovú tvrdosť.","158","1001","Indexable",""
"https://www.bvsas.sk/domacnosti/nove-pripojenie/nove-pripojenie/dalsie-prilohy.html","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/noc-muzei-galerii-tuto-sobotu-16-5-2015.html","1","Vodárenské múzeum vás srdečne pozýva do svojich expozícii už túto sobotu - 16. 5. 2015 od 12:00 hod. do 18:00 hod. v rámci podujatia Noc múzeí a galérií.","153","973","Indexable",""
"https://www.bvsas.sk/linky-paticke/legislativa/povinne-zverejnovanie-zmluvy-infraservices/","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/29-jun-medzinarodny-den-dunaja.html","1","29. jún je Medzinárodný deň Dunaja. Pri tejto príležitosti BVS organizuje prednášku o vode a ďalšie zaújimavé aktivity na Magio pláži. Tešíme sa na vás 29. 06. 2014 o 15:00!","173","1075","Indexable",""
"https://www.bvsas.sk/firmy/sluzby/smar-odpocty/","1","","0","0","Indexable",""
"https://www.bvsas.sk/linky-paticke/legislativa/povinnne-zverejnovanie/","1","","0","0","Indexable",""
"https://www.bvsas.sk/vodarenske-muzeum/muzeum-expozicie/vonkajsia-expozicia/","1","","0","0","Indexable",""
"https://www.bvsas.sk/modra-skola/prihlaska/prihlaska-vyucbovy-program-ms.html","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/bvs-je-jedinym-akcionarom-infra-services.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/srdecne-vas-pozyvame-den-otvorenych-dveri.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/vo-vodarenskom-muzeu-bvs-deti-stravia-jarne-prazdniny-hravo-pritom-poucne.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/noc-muzei-galerii-vo-vodarenskom-muzeu.html","1","Vodárenské múzeum vás túto sobotu, 14. mája, srdečne pozýva na obľúbené podujatie Noc múzeí a galérií.","102","663","Indexable",""
"https://www.bvsas.sk/novinky/festival-vody-2016.html","1","Festival vody je súťažná prehliadka projektov žiakov ZŠ a osemročných gymnázií, ktorých témou je voda. Festival je súčasťou dlhodobého vzdelávacieho programu Bratislavskej vodárenskej spoločnosti Modrá škola – voda pre budúcnosť. Zámerom projektu je rozvoj vedomostí a znalostí detí o vode – jej výrobe, distribúcii, odvádzaní a čistení odpadových vôd, ale aj o dôležitosti a nenahraditeľnosti vody pre človeka a prírodu.","421","2641","Indexable",""
"https://www.bvsas.sk/novinky/obmedzenie-poskytovania-konzultacii-zakresov-kc-senica-skalica.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/novy-generalny-riaditel.html","1","Ing. Stanislav Beňo sa stal generálnym riaditeľom a nahradil tak vo funkcii odchádzajúceho riaditeľa Ing. Radoslava Jakaba.","123","766","Indexable",""
"https://www.bvsas.sk/vodarenske-muzeum/vodarenska-zahrada/vodarenska-zahrada/","1","","0","0","Indexable",""
"https://www.bvsas.sk/kontakt/mapa-posobnosti-bvs.html","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/mimoriadne-zakaznicke-hodiny-2-6-2011.html","1","Vážení zákazníci, dovoľujeme si oznámiť vám, že 2. júna 2011 bude zákaznícke centrum v Bratislave a zákaznícke centrum v Senici z technických príčin od 12:00 hod. zatvorené","172","1092","Indexable",""
"https://www.bvsas.sk/vodarenske-muzeum/fotogaleria/vodarenska-zahrada/","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/kompletne-vysledky-bezplatnej-analyzy-vzoriek-vody.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/bvs-dosiahla-najlepsie-ekonomicke-vysledky-vj-historii.html","1","V roku 2021 dosiahla Bratislavská vodárenská spoločnosť najlepšie ekonomické výsledky vo svojej histórií. Plán ziskovosti BVS prekročila o 160 percent a celkový zisk pred zdanením presiahol hranicu 8,3 miliónov eur. Rekordný hospodársky výsledok BVS zaznamenala napriek tomu, že v roku 2021 sa nemenili ceny vodného a stočného a celý rok bol poznačený pandémiou. Časť zisku si rozdelia akcionári BVS vo forme dividend a zvyšok ostáva v spoločnosti.","448","2863","Indexable",""
"https://www.bvsas.sk/novinky/nefunkcny-mail-sluzbybvsas-sk.html","1","Vážení zákazníci, dovoľujeme si vás upozorniť, že od popoludňajších hodín dňa 23. 09. 2013 nie je možné prijímať ani odosielať e-maily na sluzby@bvsas.sk.","154","970","Indexable",""
"https://www.bvsas.sk/novinky/bakteria-e-coli-nasej-pitnej-vode-nenachadza.html","1","Bratislavská vodárenská spoločnosť, a. s. ubezpečuje svojich spotrebiteľov, že na území jej pôsobnosti sa baktéria E.coli v pitnej vode, ktorú distribuuje, nenachádza.","167","1025","Indexable",""
"https://www.bvsas.sk/novinky/darovali-sme-krv.html","1","Nadácia BVS zorganizovala v spolupráci s NTS SR vo Vodárenskom múzeu mobilný výjazd.","84","564","Indexable",""
"https://www.bvsas.sk/novinky/podte-bezat-nami.html","1","Ani tento rok nebude chýbať tradičné atletické podujatie, ktorého súčasťou bude aj Bratislavská vodárenská spoločnosť.","118","743","Indexable",""
"https://www.bvsas.sk/novinky/kontaktne-centrum-malacky-senica-zmenia-adresu.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/postarajte-vodomer.html","1","Vážení zákazníci, napriek tomu, že fakturačný vodomer nie je vo vašom vlastníctve, ako odberateľ ste v zmysle zákona 442/2002, § 26, povinní ho chrániť pred poškodením a udržiavať vodomernú zostavu vo funkčnom stave. Vodomer nevyžaduje z vašej strany žiadnu zvláštnu údržbu.","274","1755","Indexable",""
"https://www.bvsas.sk/firmy/","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/vypadok-telefonnej-siete.html","1","Vážení zákazníci, z dôvodu prác na zariadeniach záložného napájania elektrickou energiou areálu generálneho riaditeľstva na Prešovskej ulici, si vás dovoľujeme upozorniť na možný výpadok telefónnej siete v BVS, a.s., dnes 22. 11. 2013, v čase od 12:00 do približne 18:00.","271","1697","Indexable",""
"https://www.bvsas.sk/vodarenske-muzeum/vysledky-vyhladavania.html","1","","0","0","Non-Indexable","noindex"
"https://www.bvsas.sk/novinky/bvs-upravuje-formulaciu-informacnych-listoch.html","1","BVS začala od začiatku roku spolu s faktúrou posielať svojim zákazníkom aj kompletnú informáciu o stave ich účtu. V rámci tejto informácie BVS použila nejednoznačnú formuláciu. Približne jedno percento zákazníkov BVS po obdržaní tejto informácie spätne kontaktovalo a žiadalo o vysvetlenie priloženého listu. BVS preto pristupuje k zmene formulácie textu a slovo „dlh“ nahrádza slovným spojením “stav účtu“. Za nedorozumenie sa BVS svojim zákazníkom ospravedlňuje.","464","2912","Indexable",""
"https://www.bvsas.sk/modra-skola/vzdelavaci-program/vyucbove-programy-modrej-skoly.html","1","Chcete sa dozvedieť viac o najvzácnejšej tekutine – vode? Vo Vodárenskom múzeu sa s tematikou vody oboznámite nielen počas návštevy stálej expozície, ale najmä v rámci výučbových programov, ktoré realizujeme ako súčasť vzdelávacieho programu Modrá škola – voda pre budúcnosť.","275","1792","Indexable",""
"https://www.bvsas.sk/novinky/bvs-pristavi-hlavnom-meste-cisterny-pitnou-vodou.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/modra-skola/vyucbove-programy/online-zona.html","1","Chcete sa o vode a vodárenstve vzdelávať aj doma alebo v prostredí školy? V rámci nášho vzdelávacieho programu máme k dispozícii niekoľko online materiálov, pomocou ktorých sa deti hravým a poučným spôsobom dozvedia mnohé zaujímavosti o vode a pedagógovia získajú odborné podklady, ktoré môžu použiť v rámci vzdelávacieho procesu.","330","2152","Indexable",""
"https://www.bvsas.sk/domacnosti/nove-pripojenie/","1","","0","0","Indexable",""
"https://www.bvsas.sk/kvalita-vody/","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/zmena-ceny-za-vodne-stocne-od-1-januara-2014.html","1","Vážený zákazník, dovoľujeme si vám oznámiť, že od 1. 1. 2014 vstupujú do platnosti nové ceny za výrobu, distribúciu a dodávku pitnej vody verejným vodovodom a za odvedenie a čistenie odpadovej vody verejnou kanalizáciou, ktoré pre Bratislavskú vodárenskú spoločnosť, a. s., schválil Úrad pre reguláciu sieťových odvetví svojím rozhodnutím č. 0091/2014/V.","354","2239","Indexable",""
"https://www.bvsas.sk/novinky/bratislavska-vodarenska-spolocnost-vas-pozyva-den-otvorenych-dveri.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/zmenilo-predstavenstvo-dcerskej-spolocnosti-bratislavskej-vodarenskej-spolocnosti.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/oznamovanie-poruch-pocas-pandemie.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/vyjadrenia-k-zahradnym-vodomerom.html","1","Vážení zákazníci, od 1. 5. 2012 je potrebné k montáži záhradného vodomeru podať žiadosť o vodohospodárske vyjadrenie.","117","759","Indexable",""
"https://www.bvsas.sk/novinky/","1","","0","0","Indexable",""
